transit_count,n_transits_measured,depth_ppm,duration_hours,period_days,depth_snr,noise_ppm,depth_consistency_std_ppm,depth_consistency_frac,symmetry_ppm,ingress_egress_slope,shape_ratio,odd_even_mismatch_frac,secondary_depth_ppm,skewness,kurtosis,entropy,red_noise_ratio,label
4,4,360.36852403893886,2.0999999999999996,8.007503751875937,1.2817268037504852,281.1586080469392,40.04597258670395,0.20891356494634752,9.647617172370282,0.004498374923084612,1.5995608939637753,0.1556262357011762,-23.457673291926717,-0.016063050014747445,-0.05203727987559814,3.295428106160053,1.2068464535828025,planet
4,4,1539.389538283877,3.6499999999999995,7.673836918459229,5.850177123539621,263.13554372392696,683.185454518029,1.3747043903167868,1.8978998520546853,0.006020714579816589,1.0065663723216496,1.1884506674933621,-16.730138081122448,-0.02388668770446685,0.03315103677849329,3.4110253164574518,3.2376654667824405,planet
27,27,1488.5570603678402,4.45,1.0295147573786894,5.037209164858567,295.5122591995116,224.96294839237618,0.21896461020384553,59.39848881986176,0.010268477347717318,2.7832074315573907,0.0052362597538108775,-110.64502965341117,-0.11312383305773922,0.07414497722056934,3.386494339515397,4.395830724828494,planet
8,8,48.319916844692706,0.5,3.6335667833916956,0.450028017355193,107.37090799072475,12.75316849015452,0.39112977996069687,19.038792459347142,0.010145940183702448,1.1318683881161615,0.36484518057407855,7.801832000997599,-0.0008214884987619388,-0.031105531277563436,3.2699230515166176,0.892820883105424,planet
4,4,1082.7330905817787,3.6499999999999995,8.37743871935968,3.6530868747496124,296.388541445785,166.87082519857455,0.1838083707226288,9.37361516839541,0.01443526164461654,2.998889318408765,0.039699081538104496,-10.148799195475178,-0.019528262669820908,-0.01326590887654211,3.3512497447192646,3.008216705357187,planet
12,12,34.10534002570325,0.8999999999999999,2.407703851925963,0.3106803934559879,109.77628696268125,22.182620284023322,1.2424757044302346,8.006012659489414,0.007724412079372522,1.0,0.35185210573961606,2.6226693370379195,0.009892862825938282,-0.011496399980057248,3.4373038220662964,0.9578745303232498,planet
4,3,2082.5900868754507,2.8499999999999996,8.935967983991995,7.286032416630317,285.8332172832437,844.9936089911379,0.707110868531939,31.13490335493463,0.002855290469399409,1.0,0.8328774128889738,4.260325327409831,-0.011423494013500948,0.0051568497021388104,3.5374118291776626,2.4891872669504544,planet
6,6,1027.9557927886442,2.8499999999999996,4.939219609804902,6.488647189290493,158.42374578252372,51.94831569107175,0.05409648178082377,4.446696979298892,0.002544837184124182,1.0,0.057630948259782315,-4.0770795542988125,-0.06495236421338815,-0.00010307376427398651,3.407402201322066,3.989592534555493,planet
6,5,2044.52642298191,4.45,5.309154577288644,7.678466846257384,266.2675328185401,1073.4631635864168,7.923975023580853,7.9314907209804275,0.00249991926752265,1.942713942975513,0.2453913206522804,3.2634881925730497,-0.01197822361239084,0.011962483843852123,3.5131718579498363,3.6101216814441717,planet
4,4,72.31187899964979,0.8999999999999999,6.875937968984492,0.4749922528378536,152.2380177100165,12.378877752406359,0.4074072288213861,10.821408305772273,0.007125855441033758,1.101247189815472,0.30154737446976154,16.07983642282207,0.033346046293429195,-0.03941884298407583,3.5569093408082675,0.9252196116159694,planet
11,10,889.7845213538498,2.8499999999999996,2.6543271635817907,5.176989293591566,171.87296918988926,46.47770796445464,0.05660220914392083,60.78303106926697,0.020591282463198066,1.8759205938631014,0.012043435241885371,6.498128846010864,-0.0185214724146952,-0.030566742102975386,3.342252162773786,3.8803239674054493,planet
9,9,3113.673339614356,0.8999999999999999,3.18384192096048,13.567217291797002,229.49977675207884,84.19765829702659,3.4862155614472776,,,1.0,1.7213953150938448,24.343865433151812,-0.011491437145330779,-0.00491060665274734,3.380665297768823,0.9277504505180468,planet
9,9,275.6046485328487,4.45,3.191095547773887,0.9662536122879629,285.23013526464626,15.424350002090515,0.11393535777935514,8.958927677493733,0.0013536990894594887,1.0518389752875072,0.0357028882748065,1.4220422119848308,-0.03788690806613146,0.013387953301381206,3.351313803374827,1.926470673106224,planet
5,5,1071.7352249435771,4.85,5.84592296148074,4.911232496927133,218.22123583319296,462.3189782823699,1.3840298980381183,19.96784448887734,0.00452590189063302,2.9096664174011475,0.1500301959901801,2.8220823662383765,-0.006666017056296285,0.00208151497046849,3.454632165485357,3.551879567376238,planet
3,3,4070.533598402555,4.45,11.946223111555778,20.777334630699354,195.91221255050573,83.73438371030649,4.134260653261808,,,1.0,1.656261489951806,-2.027910017021739,0.005377946201052187,-0.008564983478156929,3.4267902160376655,1.2801314010226992,planet
3,1,3510.3399623770665,0.5,9.610555277638818,12.352522883505518,284.1800007563207,,,,,,,14.149608366653688,0.022931616343159815,0.006004957269353017,3.278168967255092,0.8780503099928882,planet
12,12,2134.8263621730302,3.6499999999999995,2.2626313156578286,7.286923753119549,292.96674900147076,29.905361301078145,0.01596912470439764,15.505290335782185,0.005806847861692142,1.6679451540416432,0.005042423478946052,-21.07210998314457,-0.18078821305996817,0.09359670158255451,3.451567127920082,4.493115713103123,planet
3,3,342.03265222377587,4.85,11.793896948474236,1.2376725505608552,276.35148898534004,34.864770834455314,0.21248237798802597,18.176821514725994,0.0025297855885966095,1.0026986971025396,0.31869292646390773,-6.2696639409054455,-0.01165675500140662,-0.05293460627082602,3.3747483331458388,1.6345791311241118,planet
3,3,113.44652183567862,0.5,12.31615807903952,0.8235853017564172,137.747142395253,49.97707319887336,0.5371287976519236,39.42391129463374,0.040023118553378784,1.0,0.1154045852903949,8.872375347634964,0.02080260393580821,-0.016744560839170308,3.3523693653527724,0.9506240173271795,planet
5,4,159.00785807885532,0.5,6.143321660830415,0.6607795542033761,240.63677071629786,25.972553605127445,0.28280983057622194,58.210707942429885,0.02716378864767857,1.0,0.23697806511610003,8.718273004193478,-0.0010174737755890434,-0.02207606414490071,3.4059105436299912,0.9076132362361741,planet
4,4,485.9918545779943,0.8999999999999999,7.7608804402201095,2.5388401069061426,191.4227891925928,29.387330244459424,0.06468692832364907,28.347371838877145,0.01643916786653659,1.8522236747071732,0.0258115380892174,9.347187408526025,-0.0068482023779743665,0.1284520416093815,3.2487572851115534,1.2950107932072707,planet
3,3,110.99484164639792,0.5,10.974237118559278,0.7092167215962393,156.50341886550703,10.540156792616274,0.16190317820876238,17.832174106335863,0.008322565634012074,1.0521324985937641,0.2688648870630895,15.718563719291367,0.01649746288707488,0.020075999243711173,3.2361356721749748,0.9358566209939408,planet
5,5,495.028218518198,4.85,5.737118559279639,1.7982098821001844,275.2894550551793,41.57567713819043,0.12967158148873018,45.82797033014785,0.0007963586831456217,1.0011817437990125,0.08865433413393042,-8.029936005793381,-0.019719922311450824,-0.01837637468176645,3.3714894288906567,2.42354496779266,planet
8,8,1412.1899706517343,1.3,3.481240620310155,6.597371842498389,214.0534146574563,500.90269534135115,0.38313633874580033,96.29910559261212,0.06471062611406651,1.1383678583535553,0.0031159841903774105,18.02261120009696,0.14082913679180106,0.06902689347146351,3.3979504646525065,3.3403871349657375,planet
3,3,1313.1529224465255,3.25,9.907953976988495,6.041867975069279,217.34220738768596,595.4682277702791,0.808317370114712,19.118456461630906,0.0025224587188920435,1.0037103316836047,0.542129651467835,6.740003200778055,-0.031928328671088364,-0.08346579387412367,3.40357405152357,3.120496172975114,planet
3,3,2463.723678888624,2.45,11.547273636818408,9.158432344000975,269.0115061561197,160.52647978455113,5.019845736004105,701.9501737151046,0.07337564550466127,1.0,1.3144681369345033,27.063479682287728,-0.022340527234335245,-0.02267946784869057,3.4564746129692288,1.3685111953023206,planet
11,10,368.55633749151167,2.45,2.603551775887944,2.161969373244028,170.47250624947293,25.716379899888153,0.08161114468064026,4.276357771892947,0.010378374668162198,2.3301975710122242,0.05498110174748148,10.902726148342978,-0.018322991036342082,-0.011280466308279724,3.3901273767797706,2.6024936308726905,planet
12,12,58.5057080142058,0.8999999999999999,2.3569284642321158,0.26318240359733225,222.30098674727222,32.82522351888523,0.8666042039414942,5.378890170049111,0.0025258071872777538,1.0165341721110628,0.4743253614063184,3.9610163535819254,0.0043364832781788215,0.05245001745772715,3.2286633303243115,0.9526407522418219,planet
7,7,446.0172072619554,3.6499999999999995,4.010755377688844,4.710567622990346,94.68438688474157,12.141942995637496,0.032382223732565024,3.274344200110413,8.063582329534732e-05,2.652050820147994,0.026148286401103542,-4.367844070651827,-0.029971425302543646,0.024656150251221476,3.309219905254616,3.8700665802097087,planet
6,5,1745.3042643402985,2.45,5.18584292146073,6.869351685282912,254.07117648081496,805.5152007245922,0.8355985554533418,15.856025795568662,0.009852593982958447,1.0,0.09806727543031822,9.750920977991129,0.03340392416437004,0.0566962093099983,3.251443737684198,3.4885676290457686,planet
4,3,111.01646469604668,0.5,7.615807903951976,0.7170814023185343,154.8171021268965,4.749122663421244,0.05515952784926268,1.0562622880794237,0.033951925795177314,1.7801814982911774,0.06066751014808392,-3.4104237272014615,-0.037708191569560456,-0.0024608899903069137,3.4049416736587155,0.9001355426493983,planet
3,3,918.8208156485418,2.0999999999999996,11.946223111555778,3.5806026525020327,256.6106616176731,23.742921711147744,0.030175740857982844,36.75799216584785,0.0025298230044130993,1.0,0.008527412082090218,-11.743502877692436,-0.012575487272359296,0.04775650374294349,3.4500038996586846,2.1693958956432264,planet
4,4,1262.0843800550335,4.85,8.348424212106053,9.312173676355618,135.53058865939866,510.42051876241936,1.139887610471065,62.74063841005262,0.0017103497965682477,1.2029440646249239,0.4609418149760125,-2.1238227766451345,-0.0764733743742326,0.15106831902701634,3.247623045005107,4.245918034894723,planet
11,11,1734.9521124627108,3.6499999999999995,2.552776388194097,8.947939366668523,193.89403988648888,16.31403160571102,0.010615717462674352,52.08928892397324,0.007073744513383516,2.746111866088602,0.006466984044485271,-14.951328402901254,-0.8416034887343753,4.675335773461765,2.583139869805865,4.492283438249002,planet
3,3,673.1867813281712,3.25,11.010505252626313,3.4361519363123922,195.91298458432587,7.761170043056367,0.013958275890758421,5.868566890998572,0.0033922501763863472,2.890577612108457,0.013711538511676323,1.867919478093505,-0.025302719558598117,-0.05413103131187702,3.3477900073200115,2.580998139615452,planet
14,14,903.2898779313472,4.85,1.9797398699349675,3.5363770924342313,255.42804240640984,121.42488165666997,0.19894569732016923,92.64801547759217,0.004085854582748102,2.6946485820289,0.023276527977006117,-25.897455100620803,-0.040241377817389686,0.06603992881820231,3.4297718446598675,3.931759817603197,planet
3,3,654.0087355672425,3.25,11.76488244122061,5.271414655074903,124.06702533590568,274.8333232489203,0.697621777386409,10.591948373939175,0.0016185861450543396,1.0098736546132514,0.23857303601854066,-1.4256280570501545,-0.012860099819557779,0.02345683544487054,3.3739114909344727,3.0344632898807884,planet
7,7,48.162666770257395,1.7,4.105052526263131,0.2525249166023556,190.7244141222622,21.04287666667006,0.7776232977680194,18.102898955985047,0.002636167880537036,1.0447295167379411,0.22742663756359585,-13.611354794162978,0.013428302171802648,-0.040934100464248946,3.4157550693036547,0.9185514445840336,planet
3,3,578.7816216620911,1.7,9.182591295647823,5.761500642748061,100.45674860604196,16.759771292164153,0.03163762302799049,19.449029029949827,0.008424973772827367,1.018957803756705,0.04666978563899338,12.589431185539013,0.014179488709255755,0.08692578959955455,3.3483613889212243,2.7286301839640257,planet
6,5,922.3306118375964,4.45,5.345422711355678,3.723154819378208,247.72824569020523,34.821952502936156,0.04921007722063327,11.625547866933594,0.009021035070205824,2.9307433132141405,0.010234725894643604,-3.4973254473547044,-0.0059279513567509325,-0.014612964878402135,3.2933991878761972,3.4155936607325015,planet
3,3,623.0521850838062,1.3,11.068534267133566,2.8397736023176563,219.40206239515277,22.398571523317365,0.04013420966701927,20.36464422572326,0.0050049374373996435,1.522727272727288,0.06554564640066053,-30.845226874021137,0.02129995000563323,-0.013454596625040782,3.430166272601822,1.4636411433542333,planet
17,17,48.915365885755314,1.3,1.6170585292646322,0.2081545855274754,234.99537981256108,34.14931157869028,1.7335288526418855,26.447065454959784,0.0032115555805077773,1.030452320398528,0.598421817339678,-1.0415588453938085,-0.009876553649111983,-0.0005034200024258695,3.3871331816492205,0.902596361965283,planet
5,5,483.8132837015408,2.8499999999999996,6.063531765882941,3.8393391611401344,126.01472894045314,4.552502359792535,0.011160546121227632,12.623825021651491,0.0022856722705700055,1.0,0.009588973178453818,-1.0646686354753854,0.004071220992817168,0.07311158117489658,3.40625242441721,3.0358929916511386,planet
11,10,123.83940474620785,0.5,2.625312656328164,0.42979737700036447,288.13438930341084,93.99914720027003,0.8271535363110123,45.776701750543936,0.024299321679698775,1.091650319668022,0.5016266596311504,13.46092181031544,-0.015930205445158694,-0.04478454543767896,3.4219302487430805,0.8751594898783515,planet
3,3,3072.32037724708,2.45,9.8064032016008,11.029583884997614,278.55270056253306,37.73588136420767,1.532479801866188,42.53370004436707,0.013629465710474135,1.0,1.4989728169150025,2.0057803227224724,-0.0025187715398721027,-0.059360994895653274,3.437906716514034,1.082530472794973,planet
16,16,801.1032418664056,4.45,1.718609304652326,2.674360947765498,299.5494091909132,129.6080031169662,0.2514043248987535,13.245070040190932,0.007669234894889595,1.5111785898355115,0.0532760461615653,-31.260487210360566,0.009218702867033173,-0.024208383029884928,3.48695463880247,3.717452427354764,planet
3,3,174.85309967249006,0.5,11.87368684342171,0.7431956121773428,235.27197524783864,43.80726706231637,0.5506734891335062,57.433261333561525,0.02600156102610314,1.411342865902442,0.7654910117713275,-36.40253781178604,-0.016976498428506667,-0.034499106709623195,3.402059753005749,0.9017161813032056,planet
3,3,825.4393320988097,4.050000000000001,9.683091545772886,6.342594015423817,130.14223046462058,399.4387182079026,1.1945846729554563,2.487796080141713,0.00836777004078134,1.0,0.05089436385283809,5.19629119988263,-0.012435638919721938,-0.015253523428026217,3.5592135962580196,3.5227826690716113,planet
6,6,596.1044917816412,2.45,4.982741370685343,7.168258933914205,83.15889496700144,20.456193074831482,0.03717982691746196,0.06641493777159724,0.00046651339577754366,1.0,0.013482466331878086,-1.8239304868661321,0.013722878901893738,0.18780773593911526,3.301946526140567,3.9484757581503898,planet
